sp,chr,loc,score,msp,mchr,mloc
gorilla,3,196000000,1716,human,3,192000000,inversed
chimp,14,61000000,2359,human,14,65000000,inversed
human,6,89000000,2614,chimp,6,91000000,same orientation
human,6,89000000,2510,gorilla,6,91000000,same orientation
gorilla,6,116000000,2111,human,6,145000000,inversed
gorilla,2B,111000000,2051,human,2,214000000,inversed
human,21,0,1283,chimp,3,92000000,inversed
human,21,0,1258,human,3,90000000,inversed
human,21,0,1200,human,5,46000000,inversed
human,21,0,1186,chimp,20,27000000,inversed
human,21,0,1149,chimp,7,210000000,inversed
human,21,0,1147,human,16,30000000,inversed
human,21,0,1132,chimp,20,28000000,inversed
human,21,0,1129,gorilla,11,51000000,inversed
human,21,0,1123,chimp,20,26000000,inversed
human,21,0,1113,gorilla,7,59000000,inversed
chimp,16,67000000,1780,gorilla,16,69000000,same orientation
chimp,10,37000000,1112,gorilla,10,24000000,inversed
chimp,10,37000000,366,chimp,17,19000000,inversed
chimp,10,37000000,362,human,17,31000000,inversed
gorilla,6,63000000,1695,human,6,65000000,inversed
gorilla,6,63000000,1313,chimp,6,60000000,inversed
human,X,26000000,2619,chimp,X,30000000,inversed
human,X,26000000,2395,chimp,X,154000000,inversed
chimp,18,74000000,2235,human,18,41000000,inversed
chimp,18,74000000,2178,gorilla,18,44000000,inversed
human,11,107000000,1832,gorilla,11,97000000,inversed
chimp,13,78000000,1514,gorilla,13,78000000,same orientation
chimp,6,72000000,2697,human,6,70000000,same orientation
chimp,6,72000000,2151,gorilla,6,72000000,same orientation
gorilla,7,10000000,2151,chimp,7,8000000,same orientation
gorilla,7,10000000,2097,human,7,9000000,same orientation
chimp,2B,69000000,2328,human,2,174000000,same orientation
chimp,2B,69000000,2182,gorilla,2B,69000000,same orientation
gorilla,6,71000000,2175,human,6,69000000,same orientation
gorilla,6,71000000,1179,chimp,6,70000000,same orientation
gorilla,6,71000000,984,chimp,6,71000000,same orientation
chimp,7,13000000,2071,gorilla,7,14000000,same orientation
chimp,7,13000000,1316,human,7,14000000,same orientation
chimp,7,13000000,950,human,7,13000000,same orientation
gorilla,17,30000000,1925,human,5,61000000,inversed
gorilla,17,30000000,1913,chimp,5,48000000,inversed
gorilla,17,30000000,257,gorilla,5,20000000,inversed
human,2,190000000,2300,chimp,2B,84000000,same orientation
human,2,190000000,1821,gorilla,2B,85000000,same orientation
chimp,4,126000000,2483,human,4,122000000,same orientation
chimp,4,126000000,2289,gorilla,4,135000000,same orientation
chimp,1,94000000,2518,human,1,87000000,same orientation
chimp,11,20000000,1465,gorilla,11,33000000,inversed
chimp,11,20000000,490,gorilla,11,34000000,inversed
human,X,121000000,2453,chimp,X,129000000,same orientation
human,X,121000000,1996,gorilla,X,129000000,same orientation
human,X,121000000,476,gorilla,X,130000000,same orientation
gorilla,18,38000000,2229,chimp,18,34000000,same orientation
gorilla,3,150000000,2116,human,3,171000000,inversed
chimp,15,76000000,1968,human,15,63000000,inversed
chimp,15,76000000,1627,gorilla,15,66000000,inversed
human,4,70000000,1944,gorilla,4,81000000,same orientation
human,19,15000000,1610,chimp,19,16000000,same orientation
human,19,15000000,1272,gorilla,19,15000000,same orientation
gorilla,3,22000000,2083,human,3,55000000,inversed
gorilla,1,121000000,2374,chimp,1,117000000,same orientation
gorilla,1,121000000,2285,human,1,116000000,same orientation
chimp,11,81000000,1740,gorilla,11,81000000,same orientation
gorilla,15,73000000,1680,human,15,69000000,same orientation
chimp,18,4000000,1780,human,18,11000000,same orientation
chimp,18,4000000,1724,gorilla,18,12000000,same orientation
gorilla,7,74000000,1769,chimp,7,73000000,inversed
gorilla,7,74000000,483,chimp,7,99000000,inversed
gorilla,7,74000000,416,chimp,7,70000000,inversed
gorilla,7,74000000,354,chimp,7,64000000,inversed
gorilla,7,74000000,291,human,7,71000000,inversed
gorilla,7,74000000,272,human,7,95000000,inversed
gorilla,7,74000000,266,chimp,7,74000000,inversed
gorilla,7,74000000,251,chimp,7,101000000,inversed
human,11,41000000,1800,chimp,11,35000000,same orientation
human,18,74000000,1514,chimp,18,74000000,same orientation
human,18,74000000,1506,gorilla,18,78000000,same orientation
chimp,11,88000000,1187,human,11,129000000,inversed
chimp,11,88000000,1033,gorilla,11,132000000,inversed
chimp,1,195000000,2577,human,1,181000000,inversed
gorilla,16,27000000,2148,chimp,16,24000000,inversed
gorilla,14,12000000,2157,chimp,14,11000000,same orientation
gorilla,14,12000000,2100,human,14,11000000,same orientation
gorilla,18,7000000,2243,human,18,6000000,same orientation
gorilla,12,71000000,2408,human,12,58000000,inversed
gorilla,12,71000000,2292,chimp,12,81000000,inversed
gorilla,4,88000000,1612,human,4,75000000,same orientation
chimp,X,88000000,2397,human,X,98000000,same orientation
gorilla,7,100000000,760,chimp,7,68000000,inversed
gorilla,7,100000000,466,chimp,7,172000000,inversed
gorilla,7,100000000,267,chimp,7,162000000,inversed
human,10,111000000,2184,gorilla,10,119000000,inversed
human,22,24000000,914,gorilla,22,24000000,same orientation
human,5,11000000,2305,gorilla,17,83000000,same orientation
human,X,73000000,2344,chimp,X,76000000,same orientation
human,X,73000000,1888,gorilla,X,77000000,same orientation
chimp,22,6000000,1987,human,22,6000000,same orientation
chimp,22,6000000,1769,gorilla,22,6000000,same orientation
human,8,30000000,2341,gorilla,8,37000000,inversed
gorilla,2A,24000000,2558,chimp,2A,50000000,inversed
human,22,13000000,1936,gorilla,22,13000000,same orientation
human,5,26000000,2128,chimp,5,87000000,same orientation
human,5,26000000,1415,gorilla,17,68000000,same orientation
human,X,48000000,1770,gorilla,X,52000000,inversed
human,X,48000000,1722,chimp,X,51000000,inversed
human,X,48000000,1493,chimp,X,178000000,inversed
human,X,44000000,2003,gorilla,X,47000000,same orientation
human,18,43000000,1877,gorilla,18,46000000,same orientation
gorilla,14,25000000,2324,human,14,24000000,same orientation
gorilla,14,25000000,2138,chimp,14,24000000,same orientation
human,10,17000000,2817,chimp,7,102000000,same orientation
human,10,17000000,1560,chimp,7,103000000,same orientation
human,10,17000000,1409,chimp,19,0,same orientation
human,10,17000000,424,chimp,10,133000000,same orientation
human,1,58000000,2281,chimp,1,55000000,same orientation
human,19,22000000,1594,gorilla,19,22000000,same orientation
human,19,22000000,624,chimp,19,21000000,same orientation
human,19,22000000,583,chimp,19,60000000,same orientation
gorilla,1,116000000,1798,human,1,111000000,same orientation
gorilla,1,116000000,810,chimp,1,119000000,same orientation
human,8,98000000,2497,chimp,8,125000000,inversed
human,8,98000000,493,gorilla,8,100000000,inversed
gorilla,15,44000000,1686,chimp,15,42000000,same orientation
human,3,122000000,2108,gorilla,3,122000000,inversed
human,3,122000000,1686,chimp,3,122000000,inversed
human,3,122000000,542,chimp,3,123000000,inversed
chimp,8,3000000,1998,human,8,6000000,inversed
human,X,116000000,2423,chimp,X,124000000,same orientation
human,X,116000000,2223,gorilla,X,124000000,same orientation
gorilla,22,5000000,1007,chimp,22,4000000,same orientation
gorilla,22,5000000,586,gorilla,20,24000000,same orientation
gorilla,22,5000000,342,human,22,0,same orientation
gorilla,22,5000000,341,chimp,22,38000000,same orientation
gorilla,21,35000000,402,chimp,21,34000000,inversed
human,4,47000000,2625,chimp,4,111000000,same orientation
human,4,47000000,2445,gorilla,4,48000000,same orientation
gorilla,8,95000000,2222,human,8,92000000,same orientation
chimp,3,38000000,2035,gorilla,3,38000000,same orientation
gorilla,5,119000000,1925,chimp,5,132000000,same orientation
chimp,11,127000000,2536,gorilla,11,93000000,inversed
chimp,21,29000000,2093,gorilla,21,31000000,same orientation
human,16,36000000,2063,gorilla,16,38000000,inversed
human,12,7000000,1951,chimp,12,7000000,same orientation
human,12,7000000,1804,gorilla,12,7000000,same orientation
gorilla,2A,47000000,2086,chimp,2A,27000000,inversed
human,12,60000000,2513,gorilla,12,69000000,inversed
gorilla,7,45000000,2347,chimp,7,43000000,same orientation
gorilla,7,45000000,936,human,7,43000000,same orientation
gorilla,7,45000000,823,human,7,44000000,same orientation
human,7,111000000,2761,chimp,7,118000000,inversed
human,7,111000000,2525,gorilla,7,115000000,inversed
human,5,155000000,2552,chimp,5,143000000,same orientation
chimp,10,92000000,2131,gorilla,10,132000000,inversed
chimp,7,46000000,2327,human,7,46000000,same orientation
chimp,7,46000000,2200,gorilla,7,47000000,same orientation
gorilla,6,24000000,1112,human,6,23000000,same orientation
gorilla,8,113000000,2408,human,8,109000000,same orientation
chimp,15,6000000,2371,human,15,5000000,inversed
chimp,2B,16000000,2041,gorilla,2B,7000000,inversed
chimp,2B,16000000,1296,human,2,114000000,inversed
chimp,2B,16000000,1111,human,2,113000000,inversed
human,3,141000000,2202,chimp,3,180000000,inversed
human,3,141000000,2109,gorilla,3,180000000,inversed
human,X,83000000,2317,gorilla,X,97000000,inversed
chimp,20,48000000,1864,human,20,44000000,same orientation
chimp,20,48000000,1558,gorilla,20,47000000,same orientation
chimp,17,53000000,1910,human,17,10000000,same orientation
chimp,17,53000000,1764,gorilla,17,10000000,same orientation
human,1,204000000,2076,chimp,1,209000000,same orientation
human,1,204000000,1849,gorilla,1,213000000,same orientation
chimp,2B,130000000,1965,human,2,234000000,same orientation
chimp,2B,130000000,1693,gorilla,2B,131000000,same orientation
chimp,4,173000000,2590,human,4,168000000,same orientation
chimp,4,173000000,2362,gorilla,4,182000000,same orientation
human,22,2000000,1304,human,7,57000000,inversed
human,22,2000000,849,gorilla,2A,91000000,inversed
human,22,2000000,816,human,7,58000000,inversed
human,22,2000000,799,human,16,30000000,inversed
human,22,2000000,608,chimp,16,43000000,inversed
human,22,2000000,504,gorilla,7,59000000,inversed
human,22,2000000,487,chimp,2B,17000000,inversed
human,22,2000000,483,chimp,22,0,inversed
human,22,2000000,482,chimp,16,31000000,inversed
human,22,2000000,475,human,2,140000000,inversed
human,4,184000000,2320,chimp,4,188000000,same orientation
human,4,184000000,2235,gorilla,4,198000000,same orientation
gorilla,3,41000000,2002,human,3,36000000,inversed
gorilla,13,96000000,1801,chimp,13,95000000,same orientation
gorilla,13,96000000,1796,human,13,93000000,same orientation
chimp,17,64000000,1981,human,17,60000000,same orientation
human,2,139000000,2001,chimp,2B,20000000,inversed
human,2,139000000,1149,gorilla,2B,21000000,inversed
human,2,139000000,941,gorilla,2B,20000000,inversed
chimp,2B,107000000,2343,gorilla,2B,108000000,same orientation
chimp,4,144000000,1993,human,4,140000000,same orientation
chimp,4,144000000,1888,gorilla,4,153000000,same orientation
human,13,19000000,2114,chimp,13,25000000,inversed
human,13,19000000,1903,gorilla,13,25000000,inversed
chimp,19,0,2114,gorilla,10,19000000,inversed
chimp,19,0,1801,chimp,10,19000000,inversed
chimp,19,0,1564,chimp,7,102000000,inversed
chimp,19,0,578,chimp,10,133000000,inversed
human,9,8000000,1641,gorilla,9,28000000,inversed
human,1,69000000,2453,gorilla,1,65000000,inversed
human,5,162000000,2573,chimp,5,150000000,same orientation
chimp,15,15000000,1882,gorilla,15,20000000,inversed
gorilla,3,133000000,2151,human,3,187000000,inversed
chimp,7,71000000,1328,human,7,63000000,same orientation
gorilla,6,13000000,2137,human,6,12000000,same orientation
chimp,11,43000000,1888,gorilla,11,10000000,inversed
gorilla,8,124000000,2151,human,8,120000000,same orientation
human,11,118000000,1892,chimp,11,96000000,same orientation
human,11,118000000,313,gorilla,11,123000000,same orientation
gorilla,3,158000000,1926,chimp,3,157000000,same orientation
gorilla,7,72000000,1801,chimp,7,70000000,same orientation
gorilla,7,72000000,1748,chimp,7,170000000,same orientation
human,9,82000000,1978,gorilla,9,86000000,inversed
chimp,6,51000000,2357,human,6,46000000,inversed
gorilla,12,12000000,1872,chimp,12,19000000,inversed
human,5,97000000,2103,chimp,5,126000000,inversed
human,5,97000000,1815,gorilla,5,112000000,inversed
gorilla,16,44000000,2242,chimp,16,33000000,inversed
gorilla,2B,87000000,2187,human,2,191000000,same orientation
gorilla,2B,87000000,2152,chimp,2B,86000000,same orientation
gorilla,X,68000000,1875,chimp,X,67000000,same orientation
gorilla,X,68000000,1752,human,X,63000000,same orientation
gorilla,4,96000000,2215,chimp,4,106000000,inversed
chimp,11,62000000,1418,gorilla,11,61000000,same orientation
chimp,Y,15000000,1037,chimp,7,161000000,inversed
chimp,Y,15000000,893,chimp,21,36000000,inversed
chimp,Y,15000000,833,chimp,7,160000000,inversed
chimp,Y,15000000,758,chimp,21,35000000,inversed
human,10,98000000,2438,gorilla,10,133000000,inversed
chimp,2A,12000000,1899,human,2,11000000,same orientation
chimp,2A,12000000,1638,gorilla,2A,12000000,same orientation
chimp,5,78000000,2568,human,5,33000000,inversed
chimp,5,78000000,2332,gorilla,17,60000000,inversed
chimp,9,23000000,1922,human,9,26000000,same orientation
gorilla,8,41000000,1565,human,8,39000000,same orientation
human,4,93000000,1994,gorilla,4,105000000,same orientation
chimp,X,102000000,2154,human,X,83000000,same orientation
chimp,11,0,343,human,17,0,inversed
gorilla,8,83000000,2059,human,8,74000000,inversed
gorilla,13,8000000,1897,human,13,7000000,same orientation
gorilla,13,8000000,1880,chimp,13,7000000,same orientation
chimp,1,77000000,2306,human,1,78000000,same orientation
human,X,90000000,946,gorilla,X,98000000,same orientation
human,X,90000000,834,chimp,X,108000000,same orientation
human,X,90000000,771,chimp,X,160000000,same orientation
chimp,8,42000000,1909,human,8,14000000,same orientation
human,14,66000000,2255,chimp,14,60000000,inversed
human,14,66000000,2035,gorilla,14,60000000,inversed
human,10,30000000,1918,chimp,10,6000000,inversed
human,10,30000000,938,gorilla,10,6000000,inversed
gorilla,X,144000000,1248,human,X,134000000,inversed
gorilla,X,144000000,1199,chimp,X,141000000,inversed
gorilla,X,144000000,1197,chimp,X,164000000,inversed
human,2,40000000,2282,chimp,2A,34000000,inversed
human,18,73000000,1678,chimp,18,42000000,inversed
gorilla,11,93000000,2419,human,11,111000000,inversed
gorilla,11,93000000,2300,chimp,11,127000000,inversed
human,6,16000000,2292,chimp,6,10000000,inversed
gorilla,X,53000000,1930,human,X,49000000,inversed
gorilla,X,53000000,346,chimp,X,52000000,inversed
human,4,4000000,1190,gorilla,7,95000000,same orientation
human,4,4000000,1127,chimp,4,9000000,same orientation
human,4,4000000,896,chimp,7,97000000,same orientation
human,4,4000000,848,human,11,83000000,same orientation
human,4,4000000,834,chimp,7,163000000,same orientation
human,4,4000000,825,chimp,8,11000000,same orientation
human,4,4000000,747,chimp,12,8000000,same orientation
human,4,4000000,738,human,3,75000000,same orientation
human,4,4000000,722,human,3,119000000,same orientation
chimp,1,86000000,2263,gorilla,1,87000000,inversed
chimp,7,138000000,1483,human,7,131000000,same orientation
chimp,7,138000000,1396,gorilla,7,135000000,same orientation
gorilla,10,42000000,718,human,22,1000000,inversed
gorilla,10,42000000,670,gorilla,21,0,inversed
gorilla,10,42000000,638,human,10,38000000,inversed
gorilla,10,42000000,633,gorilla,2A,106000000,inversed
gorilla,10,42000000,581,human,10,39000000,inversed
gorilla,10,42000000,525,chimp,10,39000000,inversed
gorilla,10,42000000,453,gorilla,4,59000000,inversed
gorilla,10,42000000,431,gorilla,16,33000000,inversed
gorilla,10,42000000,424,chimp,8,141000000,inversed
human,X,136000000,2430,gorilla,X,142000000,inversed
chimp,6,163000000,2385,gorilla,6,164000000,inversed
human,3,91000000,2056,gorilla,3,97000000,inversed
chimp,10,34000000,2124,human,10,11000000,same orientation
human,5,104000000,2101,chimp,5,119000000,inversed
human,5,104000000,2059,gorilla,5,105000000,inversed
chimp,22,30000000,2262,human,22,29000000,same orientation
chimp,22,30000000,1900,gorilla,22,30000000,same orientation
chimp,8,75000000,2526,human,8,73000000,same orientation
chimp,8,75000000,2370,gorilla,8,75000000,same orientation
chimp,1,179000000,2239,gorilla,1,183000000,same orientation
chimp,8,14000000,2226,human,8,17000000,inversed
chimp,17,45000000,2573,human,17,48000000,inversed
chimp,17,45000000,2254,gorilla,5,29000000,inversed
chimp,9,14000000,2415,human,9,17000000,same orientation
chimp,9,14000000,572,gorilla,9,18000000,same orientation
gorilla,8,76000000,2222,chimp,8,75000000,same orientation
human,3,39000000,2283,chimp,3,38000000,inversed
human,3,39000000,2101,gorilla,3,38000000,inversed
chimp,X,135000000,2193,gorilla,X,135000000,same orientation
chimp,X,135000000,2038,human,X,126000000,same orientation
chimp,1,40000000,1804,human,1,45000000,same orientation
human,11,95000000,2300,chimp,11,110000000,same orientation
human,8,124000000,2114,chimp,8,98000000,inversed
chimp,2A,97000000,2348,human,2,97000000,inversed
chimp,2A,97000000,253,gorilla,2A,98000000,inversed
