sp,chr,loc,score,msp,mchr,mloc,color
chimp,16,57450000,394,gorilla,16,59650000,same orientation
chimp,16,57450000,306,human,16,55450000,same orientation
chimp,16,41400000,2062,gorilla,16,36100000,inversed
chimp,16,41400000,1329,gorilla,16,36050000,inversed
gorilla,16,25050000,2249,human,16,22450000,same orientation
gorilla,16,22200000,3049,human,16,20050000,inversed
chimp,16,68950000,2120,human,16,65900000,inversed
human,16,14550000,2665,gorilla,16,15150000,same orientation
human,16,14550000,1759,chimp,16,14950000,same orientation
human,16,14550000,1285,chimp,16,15000000,same orientation
gorilla,16,72550000,2700,chimp,16,73450000,inversed
gorilla,16,72550000,2440,human,16,64650000,inversed
gorilla,16,72550000,370,human,16,64700000,inversed
chimp,16,52100000,3041,gorilla,16,54350000,same orientation
chimp,16,52100000,1565,human,16,50250000,same orientation
chimp,16,52100000,1535,human,16,50200000,same orientation
chimp,16,24450000,2797,gorilla,16,26700000,inversed
chimp,16,24450000,2021,human,16,24000000,inversed
chimp,16,24450000,1046,human,16,24050000,inversed
chimp,16,5350000,1690,human,16,5050000,same orientation
chimp,16,5350000,1104,gorilla,16,5250000,same orientation
chimp,16,5350000,829,human,16,5000000,same orientation
chimp,16,5350000,364,gorilla,16,5300000,same orientation
gorilla,16,20500000,1539,human,16,18450000,same orientation
gorilla,16,20500000,1493,chimp,16,19450000,same orientation
gorilla,16,20500000,867,chimp,16,19500000,same orientation
gorilla,16,20500000,600,human,16,18400000,same orientation
human,16,11000000,2364,gorilla,16,11350000,same orientation
human,16,11000000,2171,chimp,16,11400000,same orientation
human,16,11000000,772,chimp,16,11350000,same orientation
human,16,11000000,355,gorilla,16,11400000,same orientation
gorilla,16,17500000,1034,human,16,17050000,inversed
gorilla,16,17500000,1033,human,16,17100000,inversed
gorilla,16,17500000,473,chimp,16,16850000,inversed
gorilla,16,17500000,437,human,16,47650000,inversed
gorilla,16,17500000,360,human,16,49000000,inversed
gorilla,16,17500000,349,human,16,39950000,inversed
gorilla,16,17500000,339,human,16,59550000,inversed
chimp,16,71700000,1451,human,16,62900000,same orientation
chimp,16,71700000,1094,human,16,62950000,same orientation
gorilla,16,41200000,2678,chimp,16,36250000,inversed
chimp,16,72350000,2421,gorilla,16,73650000,inversed
human,16,32600000,2336,chimp,16,40350000,same orientation
human,16,32600000,729,chimp,16,40300000,same orientation
gorilla,16,51900000,2888,chimp,16,49650000,same orientation
gorilla,16,51900000,2498,human,16,47800000,same orientation
gorilla,16,51900000,385,human,16,47850000,same orientation
gorilla,16,6350000,2287,human,16,6050000,same orientation
gorilla,16,6350000,1310,chimp,16,6400000,same orientation
gorilla,16,6350000,1180,chimp,16,6350000,same orientation
gorilla,16,38800000,1888,human,16,35800000,inversed
gorilla,16,38800000,1729,chimp,16,38600000,inversed
gorilla,16,38800000,1221,human,16,35850000,inversed
gorilla,16,38800000,1122,chimp,16,38650000,inversed
chimp,16,22400000,2256,gorilla,16,28750000,inversed
chimp,16,22400000,1528,human,16,26000000,inversed
chimp,16,22400000,1141,human,16,26050000,inversed
human,16,33200000,2269,gorilla,16,36500000,inversed
human,16,33200000,392,gorilla,16,36550000,inversed
human,16,1800000,1891,chimp,16,900000,inversed
human,16,1800000,1097,gorilla,16,850000,inversed
human,16,1800000,996,gorilla,16,900000,inversed
gorilla,16,66900000,2735,chimp,16,64500000,same orientation
human,16,63550000,2547,gorilla,16,73700000,inversed
chimp,16,59050000,2663,gorilla,16,63650000,inversed
chimp,16,46700000,2361,human,16,44900000,same orientation
chimp,16,46700000,2286,gorilla,16,48950000,same orientation
chimp,16,46700000,449,gorilla,16,48900000,same orientation
chimp,16,46700000,426,human,16,44850000,same orientation
chimp,16,18400000,1468,human,16,17400000,same orientation
chimp,16,18400000,1348,human,16,17350000,same orientation
chimp,16,18400000,1319,gorilla,16,19400000,same orientation
chimp,16,18400000,606,gorilla,16,30250000,same orientation
chimp,16,18400000,502,gorilla,16,22450000,same orientation
gorilla,16,49600000,1984,human,16,45500000,same orientation
gorilla,16,49600000,1483,chimp,16,47350000,same orientation
gorilla,16,49600000,1324,chimp,16,47300000,same orientation
gorilla,16,49600000,900,human,16,45550000,same orientation
gorilla,16,17500000,1674,chimp,16,16850000,same orientation
gorilla,16,17500000,430,human,16,17050000,same orientation
gorilla,16,17500000,341,human,16,63100000,same orientation
gorilla,16,17500000,323,human,16,9600000,same orientation
human,16,26000000,2392,gorilla,16,28700000,same orientation
chimp,16,65100000,2131,gorilla,16,67450000,same orientation
chimp,16,65100000,626,gorilla,16,67500000,same orientation
human,16,65500000,2358,chimp,16,69350000,inversed
human,16,65500000,1779,gorilla,16,71700000,inversed
chimp,16,69800000,2250,gorilla,16,72100000,same orientation
human,16,35250000,2866,gorilla,16,39400000,inversed
human,16,2800000,1890,gorilla,16,2950000,same orientation
human,16,2800000,1065,chimp,16,3000000,same orientation
human,16,70150000,2119,chimp,16,64600000,inversed
human,16,70150000,1557,gorilla,16,66950000,inversed
human,16,70150000,634,gorilla,16,67000000,inversed
human,16,70150000,461,chimp,16,64550000,inversed
chimp,16,63900000,2232,human,16,70800000,inversed
chimp,16,63900000,1150,human,16,70850000,inversed
chimp,16,21250000,2466,gorilla,16,22250000,same orientation
chimp,16,73850000,859,human,16,71400000,same orientation
chimp,16,73850000,804,gorilla,16,76150000,same orientation
human,16,20600000,2483,chimp,16,21550000,inversed
human,16,20600000,2377,gorilla,16,22550000,inversed
human,16,20600000,721,chimp,16,21500000,inversed
human,16,20600000,314,gorilla,16,22600000,inversed
human,16,62350000,2370,chimp,16,71100000,same orientation
gorilla,16,53650000,1986,human,16,49550000,same orientation
gorilla,16,53650000,1644,chimp,16,51400000,same orientation
gorilla,16,53650000,1192,chimp,16,51350000,same orientation
gorilla,16,53650000,824,human,16,49500000,same orientation
gorilla,16,8500000,2070,human,16,8150000,same orientation
gorilla,16,8500000,2046,chimp,16,8500000,same orientation
human,16,650000,1847,gorilla,16,2100000,inversed
human,16,650000,1192,gorilla,16,2050000,inversed
human,16,26650000,1838,chimp,16,21000000,inversed
human,16,26650000,1297,chimp,16,76300000,inversed
human,16,26650000,884,chimp,16,80000000,inversed
human,16,26650000,794,gorilla,16,78650000,inversed
human,16,26650000,747,gorilla,16,30100000,inversed
human,16,26650000,597,chimp,16,21100000,inversed
human,16,26650000,272,chimp,16,80150000,inversed
gorilla,16,70050000,2687,chimp,16,67650000,same orientation
human,16,41550000,2206,gorilla,16,45450000,same orientation
human,16,41550000,527,gorilla,16,45400000,same orientation
gorilla,16,350000,1284,chimp,16,300000,same orientation
chimp,16,65950000,1431,human,16,68850000,inversed
chimp,16,65950000,1327,human,16,68800000,inversed
chimp,16,67700000,2666,human,16,67100000,inversed
chimp,16,67700000,513,human,16,67050000,inversed
gorilla,16,47050000,2692,human,16,43050000,same orientation
gorilla,16,47050000,1367,chimp,16,44850000,same orientation
gorilla,16,47050000,1191,chimp,16,44800000,same orientation
gorilla,16,19350000,799,chimp,16,31850000,same orientation
gorilla,16,19350000,787,human,16,19550000,same orientation
gorilla,16,19350000,774,human,16,63100000,same orientation
gorilla,16,19350000,757,human,16,33600000,same orientation
human,16,24800000,2593,chimp,16,23650000,inversed
human,16,28650000,1740,chimp,16,29950000,same orientation
human,16,28650000,1615,gorilla,16,31850000,same orientation
human,16,28650000,986,chimp,16,30000000,same orientation
human,16,28650000,676,gorilla,16,31800000,same orientation
chimp,16,37050000,2431,gorilla,16,40400000,inversed
chimp,16,37050000,600,gorilla,16,40350000,inversed
human,16,55350000,2323,chimp,16,57350000,same orientation
human,16,55350000,1564,gorilla,16,59600000,same orientation
human,16,55350000,617,chimp,16,57400000,same orientation
chimp,16,31000000,381,gorilla,16,32900000,inversed
chimp,16,31000000,366,gorilla,16,33900000,inversed
chimp,16,31000000,360,human,16,29600000,inversed
human,16,22850000,3433,chimp,16,25650000,inversed
chimp,16,48150000,3003,human,16,46300000,same orientation
chimp,16,48150000,1757,gorilla,16,50350000,same orientation
chimp,16,48150000,951,gorilla,16,50400000,same orientation
chimp,16,16250000,983,gorilla,16,19150000,same orientation
chimp,16,16250000,318,gorilla,16,11050000,same orientation
chimp,16,16250000,310,human,16,10700000,same orientation
chimp,16,44850000,2749,human,16,43050000,same orientation
chimp,16,44850000,2521,gorilla,16,47050000,same orientation
chimp,16,61750000,2810,gorilla,16,60900000,inversed
gorilla,16,37650000,2183,chimp,16,39750000,inversed
gorilla,16,37650000,1246,human,16,36950000,inversed
gorilla,16,37650000,1184,human,16,36900000,inversed
gorilla,16,37650000,456,chimp,16,39800000,inversed
human,16,50600000,1664,gorilla,16,54750000,same orientation
human,16,50600000,1634,chimp,16,52450000,same orientation
human,16,50600000,1334,chimp,16,52500000,same orientation
human,16,50600000,536,gorilla,16,54700000,same orientation
gorilla,16,61300000,1183,human,16,56900000,same orientation
gorilla,16,61300000,713,human,16,56850000,same orientation
gorilla,16,61300000,664,chimp,16,61300000,same orientation
gorilla,16,67100000,2212,human,16,70000000,inversed
gorilla,16,67100000,1107,human,16,70050000,inversed
gorilla,16,33900000,646,human,16,29600000,same orientation
gorilla,16,33900000,337,chimp,16,81250000,same orientation
gorilla,16,33900000,267,chimp,16,31000000,same orientation
chimp,16,13700000,2761,human,16,13250000,same orientation
chimp,16,13700000,2464,gorilla,16,13800000,same orientation
gorilla,16,42500000,2599,human,16,38650000,same orientation
gorilla,16,42500000,330,human,16,38600000,same orientation
human,16,73000000,2587,chimp,16,75500000,same orientation
human,16,73000000,1590,gorilla,16,77800000,same orientation
human,16,73000000,748,gorilla,16,77850000,same orientation
chimp,16,52000000,1920,gorilla,16,54250000,inversed
gorilla,16,61150000,2897,chimp,16,61500000,inversed
chimp,16,30100000,2496,human,16,28750000,same orientation
chimp,16,30100000,2408,gorilla,16,31950000,same orientation
human,16,68500000,1723,gorilla,16,68600000,inversed
human,16,68500000,1468,chimp,16,66250000,inversed
human,16,68500000,1261,chimp,16,66300000,inversed
human,16,68500000,736,gorilla,16,68650000,inversed
human,16,38250000,2689,chimp,16,35350000,inversed
human,16,38250000,847,chimp,16,35400000,inversed
chimp,16,59200000,289,gorilla,16,63500000,same orientation
chimp,16,79300000,1524,human,16,17450000,inversed
chimp,16,79300000,919,gorilla,16,19450000,inversed
chimp,16,79300000,371,gorilla,16,22050000,inversed
chimp,16,79300000,277,gorilla,16,30300000,inversed
chimp,16,2950000,2628,human,16,2750000,same orientation
chimp,16,2950000,2040,gorilla,16,2900000,same orientation
human,16,43600000,487,gorilla,16,47650000,inversed
human,16,43600000,467,gorilla,16,47600000,inversed
human,16,44000000,1973,gorilla,16,48000000,same orientation
human,16,44000000,1567,chimp,16,45800000,same orientation
human,16,44000000,718,chimp,16,45750000,same orientation
human,16,44000000,560,gorilla,16,48050000,same orientation
human,16,13150000,1732,gorilla,16,13650000,inversed
human,16,48900000,3222,gorilla,16,53000000,same orientation
human,16,48900000,1989,chimp,16,50750000,same orientation
human,16,48900000,1207,chimp,16,50700000,same orientation
human,16,15100000,1817,chimp,16,15800000,inversed
human,16,15100000,1388,chimp,16,15850000,inversed
chimp,16,81450000,1101,human,16,31050000,inversed
chimp,16,81450000,785,gorilla,16,35650000,inversed
chimp,16,81450000,500,human,16,56650000,inversed
chimp,16,81450000,414,gorilla,16,35700000,inversed
chimp,16,2700000,3055,human,16,150000,inversed
chimp,16,750000,2038,gorilla,16,750000,inversed
chimp,16,24700000,437,gorilla,16,26400000,same orientation
human,16,45650000,557,gorilla,16,78000000,inversed
human,16,39500000,2327,gorilla,16,43350000,same orientation
human,16,39500000,746,gorilla,16,43400000,same orientation
gorilla,16,35800000,2392,human,16,30900000,inversed
gorilla,16,35800000,878,human,16,30950000,inversed
gorilla,16,35800000,569,human,16,31050000,inversed
gorilla,16,35800000,539,chimp,16,42300000,inversed
gorilla,16,35800000,383,chimp,16,42350000,inversed
gorilla,16,56300000,1210,chimp,16,54050000,same orientation
gorilla,16,56300000,788,human,16,52100000,same orientation
gorilla,16,56300000,427,human,16,52150000,same orientation
human,16,38100000,2734,gorilla,16,41950000,same orientation
human,16,34800000,1579,chimp,16,37600000,same orientation
human,16,34800000,1362,chimp,16,37550000,same orientation
gorilla,16,57700000,1981,human,16,53350000,same orientation
gorilla,16,57700000,1889,chimp,16,55350000,same orientation
gorilla,16,57700000,480,chimp,16,55300000,same orientation
gorilla,16,57700000,434,human,16,53400000,same orientation
gorilla,16,79350000,2449,chimp,16,76750000,inversed
human,16,70700000,2498,gorilla,16,66400000,inversed
human,16,70700000,2240,chimp,16,64000000,inversed
human,16,70700000,1205,chimp,16,64050000,inversed
human,16,6950000,1571,gorilla,16,7250000,same orientation
human,16,6950000,1536,chimp,16,7300000,same orientation
human,16,6950000,797,chimp,16,7250000,same orientation
chimp,16,77900000,1949,human,16,75500000,same orientation
chimp,16,77900000,438,human,16,75450000,same orientation
human,16,20050000,3130,chimp,16,21200000,inversed
human,16,20050000,2315,gorilla,16,22200000,inversed
gorilla,16,29400000,1773,human,16,26500000,inversed
gorilla,16,29400000,1760,chimp,16,28050000,inversed
gorilla,16,29400000,580,human,16,26550000,inversed
gorilla,16,29400000,438,chimp,16,28000000,inversed
chimp,16,33800000,3264,human,16,39800000,inversed
chimp,16,33800000,3105,gorilla,16,43700000,inversed
chimp,16,25300000,478,gorilla,16,25800000,same orientation
chimp,16,25300000,473,human,16,23200000,same orientation
chimp,16,35850000,2873,human,16,37800000,inversed
chimp,16,35850000,2286,gorilla,16,41650000,inversed
chimp,16,35850000,931,gorilla,16,41600000,inversed
chimp,16,35850000,569,human,16,37750000,inversed
gorilla,16,78800000,2231,human,16,73900000,same orientation
gorilla,16,78800000,2100,chimp,16,76450000,same orientation
gorilla,16,78800000,254,chimp,16,76400000,same orientation
human,16,26000000,2120,chimp,16,22400000,inversed
human,16,26000000,822,chimp,16,22450000,inversed
human,16,45400000,2626,chimp,16,47200000,same orientation
human,16,45400000,2134,gorilla,16,49450000,same orientation
human,16,45400000,295,chimp,16,9200000,same orientation
chimp,16,58600000,1804,human,16,59550000,same orientation
chimp,16,58600000,863,human,16,59600000,same orientation
chimp,16,31500000,1275,human,16,30500000,same orientation
chimp,16,31500000,709,gorilla,16,33400000,same orientation
chimp,16,31500000,530,gorilla,16,33450000,same orientation
chimp,16,31500000,428,human,16,29950000,same orientation
chimp,16,31500000,400,human,16,31900000,same orientation
chimp,16,31500000,394,human,16,32050000,same orientation
gorilla,16,43100000,1227,human,16,39200000,same orientation
gorilla,16,43100000,1127,human,16,39250000,same orientation
gorilla,16,43100000,264,chimp,16,34400000,same orientation
human,16,74900000,2425,gorilla,16,80700000,inversed
human,16,74900000,1584,chimp,16,78450000,inversed
chimp,16,67150000,1551,human,16,67650000,inversed
chimp,16,67150000,1243,human,16,67600000,inversed
chimp,16,37600000,2265,gorilla,16,39850000,inversed
human,16,72400000,2448,gorilla,16,77200000,same orientation
human,16,72400000,1510,chimp,16,74900000,same orientation
human,16,72400000,1113,chimp,16,74850000,same orientation
chimp,16,31650000,1422,human,16,32200000,inversed
chimp,16,31650000,1145,human,16,30600000,inversed
chimp,16,31650000,1016,human,16,30550000,inversed
